I-iSQI,I-bSQI,I-pSQI,I-sSQI,I-kSQI,I-fSQI,II-iSQI,II-bSQI,II-pSQI,II-sSQI,II-kSQI,II-fSQI,III-iSQI,III-bSQI,III-pSQI,III-sSQI,III-kSQI,III-fSQI,AVR-iSQI,AVR-bSQI,AVR-pSQI,AVR-sSQI,AVR-kSQI,AVR-fSQI,AVL-iSQI,AVL-bSQI,AVL-pSQI,AVL-sSQI,AVL-kSQI,AVL-fSQI,AVF-iSQI,AVF-bSQI,AVF-pSQI,AVF-sSQI,AVF-kSQI,AVF-fSQI,V1-iSQI,V1-bSQI,V1-pSQI,V1-sSQI,V1-kSQI,V1-fSQI,V2-iSQI,V2-bSQI,V2-pSQI,V2-sSQI,V2-kSQI,V2-fSQI,V3-iSQI,V3-bSQI,V3-pSQI,V3-sSQI,V3-kSQI,V3-fSQI,V4-iSQI,V4-bSQI,V4-pSQI,V4-sSQI,V4-kSQI,V4-fSQI,V5-iSQI,V5-bSQI,V5-pSQI,V5-sSQI,V5-kSQI,V5-fSQI,V6-iSQI,V6-bSQI,V6-pSQI,V6-sSQI,V6-kSQI,V6-fSQI,label
0,2.142857e-01,5.223808e-01,-9.185160e-01,1,1.180236e-02,0,0,9.844372e-01,4.598615e-02,0,2.040408e-02,1.176471e-01,2.142857e-01,6.177620e-01,8.871794e-01,1,9.401880e-03,0,0,5.967077e-01,5.303435e-01,0,1.740348e-02,5.555556e-02,2.142857e-01,7.567678e-01,5.888880e-01,1,8.201640e-03,0,7.692308e-02,5.527643e-01,-9.535836e-01,1,6.801360e-03,1.875000e-01,2.142857e-01,9.783102e-01,2.704619e-01,0,1.220244e-02,1.875000e-01,2.142857e-01,1.070312e+00,-2.385843e+00,1,1.820364e-02,1.875000e-01,2.142857e-01,1.196664e+00,-3.011423e+00,1,2.080416e-02,1.875000e-01,2.142857e-01,1.158574e+00,-2.206451e+00,1,2.060412e-02,5.555556e-02,2.142857e-01,1.086724e+00,-5.376043e-01,1,2.440488e-02,1.875000e-01,2.142857e-01,1.149266e+00,1.119529e-01,1,2.300460e-02,1
4.545455e-02,1.176471e-01,6.377742e-01,-1.113305e-01,0,1.460292e-02,4.545455e-02,0,5.637725e-01,3.031458e-01,0,9.401880e-03,4.545455e-02,1.428571e-01,6.070655e-01,1.094188e+00,1,1.180236e-02,4.545455e-02,1.176471e-01,5.477559e-01,-3.148960e-01,0,1.380276e-02,4.545455e-02,1.176471e-01,3.682629e-01,-3.563842e-02,0,9.401880e-03,4.545455e-02,1.764706e-01,7.643942e-01,-9.158627e-01,1,1.160232e-02,0,1.176471e-01,6.508141e-01,-6.175027e-02,0,7.601520e-03,0,1.176471e-01,6.295280e-01,1.153153e-01,0,8.001600e-03,9.523810e-02,1.764706e-01,1.127512e+00,-1.312357e+00,1,1.240248e-02,4.545455e-02,1.764706e-01,9.795131e-01,-7.905376e-01,1,8.801760e-03,9.523810e-02,1.764706e-01,7.695873e-01,-3.746863e-02,1,7.201440e-03,4.545455e-02,1.176471e-01,5.523760e-01,3.107317e-01,1,1.360272e-02,1
0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,0,0,0,1,0,0,1.155274e+00,1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,-1
1.818182e-01,2.500000e-01,8.664871e-01,-8.132852e-01,1,4.600920e-03,0,0,2.708738e-01,5.669859e-02,0,6.601320e-03,1.818182e-01,2.500000e-01,5.466028e-01,5.228997e-01,1,9.201840e-03,8.333333e-02,2.500000e-01,4.698213e-01,8.924083e-01,1,5.001000e-03,1.818182e-01,2.500000e-01,4.553169e-01,3.266928e-01,1,8.601720e-03,8.333333e-02,2.500000e-01,6.893062e-01,-6.740070e-01,1,7.001400e-03,1.818182e-01,2.500000e-01,2.477644e+00,1.168679e+00,1,1.220244e-02,1.818182e-01,2.500000e-01,1.444694e+00,1.238767e+00,1,1.420284e-02,1.818182e-01,2.500000e-01,1.011515e+00,1.004247e+00,1,1.240248e-02,1.818182e-01,2.500000e-01,1.463331e+00,2.225478e-01,1,1.860372e-02,8.333333e-02,2.500000e-01,1.602460e+00,-1.012647e+00,1,1.960392e-02,0,3.636364e-01,7.342266e-01,1.262055e+00,1,1.080216e-02,1
2.222222e-01,0,9.504582e-01,7.188968e+00,1,1.160232e-02,3.750000e-01,2.000000e-01,9.410748e-01,-1.146685e+00,1,2.500500e-02,3.750000e-01,0,8.833920e-01,-7.043163e+00,1,7.201440e-03,3.750000e-01,3.000000e-01,9.566750e-01,-6.710246e+00,1,1.280256e-02,2.222222e-01,0,7.800670e-01,-6.287530e+00,1,9.001800e-03,3.750000e-01,2.727273e-01,9.236662e-01,7.200684e+00,1,6.801360e-03,3.750000e-01,4.285714e-01,8.124524e-01,-6.373161e+00,1,2.000400e-02,3.750000e-01,2.142857e-01,6.962923e-01,-4.666508e+00,1,1.220244e-02,3.750000e-01,2.000000e-01,6.666116e-01,-3.741654e+00,1,1.740348e-02,3.750000e-01,2.000000e-01,7.652794e-01,-3.045676e+00,1,1.780356e-02,3.750000e-01,2.000000e-01,8.752695e-01,-2.880127e+00,1,1.620324e-02,3.750000e-01,2.000000e-01,9.221012e-01,-3.334452e+00,1,1.220244e-02,1
4.000000e-01,1.666667e-01,8.207174e-01,1.046138e-01,1,2.060412e-02,4.000000e-01,1.666667e-01,6.390065e-01,1.039452e+00,1,3.160632e-02,4.000000e-01,1.666667e-01,1.086068e+00,2.623580e+00,1,1.440288e-02,4.000000e-01,1.666667e-01,7.235987e-01,-9.034039e-01,1,2.420484e-02,4.000000e-01,1.666667e-01,1.130767e+00,1.004041e+00,1,2.000400e-02,4.000000e-01,1.666667e-01,1.027184e+00,-2.585027e+00,1,1.840368e-02,1.666667e-01,1.666667e-01,8.625772e-01,-4.655477e-01,1,3.020604e-02,4.000000e-01,1.666667e-01,7.671825e-01,-5.186253e-01,1,1.440288e-02,4.000000e-01,1.666667e-01,9.806818e-01,-3.522507e+00,1,4.800960e-02,4.000000e-01,1.666667e-01,9.354315e-01,-1.192219e+00,1,3.800760e-02,1.666667e-01,1.666667e-01,7.935591e-01,6.398855e-01,1,2.040408e-02,4.000000e-01,1.666667e-01,6.720972e-01,8.414197e-01,1,2.520504e-02,1
3.333333e-01,1.000000e-01,9.407574e-01,4.370626e-02,1,3.000600e-03,3.333333e-01,1.000000e-01,9.995340e-01,-2.179443e+00,1,4.400880e-03,3.333333e-01,1.000000e-01,1.110385e+00,-2.456321e+00,1,2.800560e-03,3.333333e-01,1.000000e-01,9.742180e-01,1.449421e+00,1,4.800960e-03,3.333333e-01,9.090909e-02,1.248244e+00,-2.596336e+00,1,5.401080e-03,3.333333e-01,1.000000e-01,6.850954e-01,8.864708e-01,1,4.000800e-03,3.333333e-01,1.000000e-01,7.446645e-01,6.371721e-01,1,6.001200e-03,0,1.000000e-01,9.845043e-01,3.525236e-01,1,5.401080e-03,3.333333e-01,1.000000e-01,1.070152e+00,-4.569678e+00,1,3.000600e-03,3.333333e-01,1.000000e-01,9.357606e-01,-2.288218e+00,1,8.401680e-03,3.333333e-01,1.000000e-01,1.010946e+00,-1.458686e+00,1,4.200840e-03,3.333333e-01,1.000000e-01,1.064540e+00,-1.359961e+00,1,6.601320e-03,1
2.307692e-01,2.307692e-01,7.847325e-01,7.483822e-01,1,1.040208e-02,2.307692e-01,2.307692e-01,1.476627e+00,7.022846e-01,1,1.840368e-02,1.428571e-01,2.307692e-01,1.134058e+00,5.584308e-01,1,1.040208e-02,2.307692e-01,2.307692e-01,7.313685e-01,-8.713921e-01,1,9.801960e-03,1.428571e-01,2.307692e-01,1.062495e+00,3.359958e+00,1,1.820364e-02,6.666667e-02,2.307692e-01,9.338004e-01,4.514701e-01,1,4.000800e-03,2.307692e-01,2.307692e-01,5.402601e-01,-1.586758e+00,1,1.100220e-02,1.428571e-01,2.307692e-01,2.663094e-01,-3.671342e-01,0,5.801160e-03,2.307692e-01,2.307692e-01,8.125982e-01,-4.197126e-01,0,6.801360e-03,2.307692e-01,2.307692e-01,9.170724e-01,2.414284e-01,1,1.120224e-02,2.307692e-01,2.307692e-01,9.795205e-01,8.386832e-01,1,9.801960e-03,2.307692e-01,2.307692e-01,1.051445e+00,1.324893e+00,1,1.180236e-02,1
6.666667e-01,1.666667e-01,6.555932e-01,2.651776e-01,1,1.440288e-02,6.666667e-01,1.666667e-01,1.070401e+00,9.364192e-01,1,1.840368e-02,6.666667e-01,1.666667e-01,6.483011e-01,-7.759124e-03,1,1.080216e-02,6.666667e-01,1.666667e-01,8.190414e-01,-4.544041e-01,1,1.360272e-02,2.500000e-01,1.666667e-01,8.627455e-01,1.710058e-02,1,1.920384e-02,6.666667e-01,1.666667e-01,5.333330e-01,1.341586e-01,1,1.200240e-02,6.666667e-01,1.666667e-01,5.227610e-01,-6.746287e-01,1,1.040208e-02,6.666667e-01,1.666667e-01,7.689867e-01,-3.167393e-01,1,5.601120e-03,6.666667e-01,1.666667e-01,7.718464e-01,-1.598549e+00,1,1.220244e-02,6.666667e-01,1.666667e-01,9.187697e-01,1.995314e-01,1,1.680336e-02,6.666667e-01,1.666667e-01,7.521038e-01,2.014047e-01,1,1.120224e-02,6.666667e-01,1.666667e-01,6.988124e-01,1.781533e-01,1,1.400280e-02,1
1.428571e-01,1.250000e-01,1.092072e+00,2.987906e-01,1,1.000200e-02,4.347826e-02,1.666667e-01,9.487747e-01,9.240476e-02,1,1.080216e-02,4.347826e-02,1.200000e-01,1.082746e+00,-9.383415e-01,1,9.001800e-03,2.000000e-01,1.666667e-01,1.026572e+00,-1.800420e-01,1,8.801760e-03,1.428571e-01,1.250000e-01,7.962611e-01,-9.292676e-02,0,7.201440e-03,9.090909e-02,1.666667e-01,1.157979e+00,5.783203e-01,1,7.201440e-03,1.428571e-01,1.666667e-01,7.158946e-01,-6.206490e-01,1,1.180236e-02,9.090909e-02,1.600000e-01,7.468516e-01,1.074632e-01,0,4.800960e-03,2.000000e-01,1.600000e-01,1.082101e+00,-8.629792e-01,1,1.040208e-02,1.428571e-01,1.666667e-01,1.138415e+00,5.715315e-02,1,1.220244e-02,2.000000e-01,1.666667e-01,1.066416e+00,4.281999e-01,1,5.001000e-03,2.000000e-01,1.600000e-01,8.529539e-01,2.841197e-01,1,1.780356e-02,1
2.500000e-01,1.764706e-01,1.183563e+00,-1.116496e+00,1,8.401680e-03,2.500000e-01,1.176471e-01,9.262862e-01,1.449496e+00,1,5.601120e-03,2.500000e-01,1.176471e-01,1.017726e+00,1.976553e+00,1,4.800960e-03,2.500000e-01,1.176471e-01,1.009710e+00,-1.109655e+00,1,7.001400e-03,2.500000e-01,1.250000e-01,9.526670e-01,1.691347e+00,1,6.801360e-03,2.500000e-01,1.176471e-01,1.089914e+00,-2.565000e+00,1,4.800960e-03,2.500000e-01,1.176471e-01,1.108453e+00,-4.119154e-01,1,7.201440e-03,2.500000e-01,1.176471e-01,1.154884e+00,-8.821962e-01,1,5.601120e-03,2.500000e-01,1.250000e-01,6.793678e-01,-4.039716e-01,0,5.601120e-03,4.285714e-01,1.764706e-01,1.035850e+00,-1.815194e+00,1,7.801560e-03,2.500000e-01,1.176471e-01,9.620042e-01,-5.814288e-01,1,4.600920e-03,1.111111e-01,1.176471e-01,9.364833e-01,1.891375e-01,1,6.401280e-03,1
2,1.818182e-01,9.874056e-01,1.361457e+00,1,4.400880e-03,0,0,3.878578e-02,6.707414e-02,0,2.116423e-01,2,1.818182e-01,1.059632e+00,-1.333111e+00,1,5.601120e-03,0,1.818182e-01,1.000882e+00,-1.375941e+00,1,1.560312e-02,2,1.818182e-01,1.067674e+00,-1.265273e+00,1,1.320264e-02,2,1.818182e-01,1.009530e+00,1.348616e+00,1,7.001400e-03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1
2.500000e-01,1.764706e-01,8.242634e-01,9.852393e-01,1,2.180436e-02,2.500000e-01,1.764706e-01,7.411495e-01,6.571936e-01,1,1.840368e-02,0,1.764706e-01,9.528125e-01,1.077235e-02,0,1.320264e-02,2.500000e-01,1.764706e-01,7.086534e-01,-8.444859e-01,1,2.000400e-02,1.538462e-01,1.875000e-01,1.015401e+00,4.304890e-01,1,1.280256e-02,1.538462e-01,1.764706e-01,8.905548e-01,8.682978e-01,1,2.980596e-02,1.538462e-01,1.764706e-01,8.850457e-01,-4.888204e-01,1,1.920384e-02,1.538462e-01,1.764706e-01,9.226649e-01,-6.557862e-02,0,1.000200e-02,2.500000e-01,1.764706e-01,9.412751e-01,-2.129941e+00,1,1.180236e-02,2.500000e-01,1.764706e-01,7.788435e-01,-1.343574e+00,1,1.600320e-02,1.538462e-01,1.764706e-01,7.386713e-01,-3.948589e-01,1,1.860372e-02,2.500000e-01,1.764706e-01,8.177083e-01,4.860358e-01,1,1.900380e-02,1
4.000000e-01,1.538462e-01,1.216567e+00,-1.833465e-01,1,4.600920e-03,4.000000e-01,1.538462e-01,1.122313e+00,9.777721e-01,1,6.001200e-03,1.666667e-01,1.538462e-01,3.614744e-01,7.466271e-01,0,3.000600e-03,4.000000e-01,1.538462e-01,1.195211e+00,-4.367584e-01,1,8.201640e-03,4.000000e-01,1.538462e-01,7.182680e-01,1.184889e+00,1,7.001400e-03,1.666667e-01,1.538462e-01,1.050286e+00,-7.516832e-01,1,3.400680e-03,1.666667e-01,1.538462e-01,1.375561e+00,-1.760641e+00,1,1.320264e-02,4.000000e-01,1.538462e-01,1.070173e+00,-2.426582e+00,1,1.160232e-02,4.000000e-01,1.538462e-01,1.383423e+00,-2.033706e+00,1,2.000400e-03,4.000000e-01,1.538462e-01,9.840201e-01,-1.553302e+00,1,1.500300e-02,4.000000e-01,1.538462e-01,8.940863e-01,-4.034140e-01,1,1.220244e-02,4.000000e-01,1.538462e-01,9.289644e-01,1.986283e-01,1,1.720344e-02,1
2.857143e-01,1.818182e-01,6.983617e-01,3.313767e-01,1,1.620324e-02,2.857143e-01,1.818182e-01,5.334994e-01,3.476566e-01,0,1.500300e-02,2.857143e-01,1.818182e-01,1.090193e+00,7.221012e-01,1,2.680536e-02,2.857143e-01,1.818182e-01,5.768241e-01,-3.729461e-01,1,1.360272e-02,2.857143e-01,1.818182e-01,2.889125e-01,5.669805e-01,1,1.900380e-02,0,0,8.808590e-01,1.505942e-01,1,1.920384e-02,1.250000e-01,1.818182e-01,9.927716e-01,-7.061687e-01,1,2.320464e-02,1.250000e-01,1.818182e-01,7.823854e-01,-2.659705e-01,1,2.360472e-02,2.857143e-01,1.818182e-01,5.969810e-01,-8.068552e-01,1,1.660332e-02,2.857143e-01,1.818182e-01,5.867213e-01,-6.101848e-01,1,1.640328e-02,2.857143e-01,1.818182e-01,6.359724e-01,-2.117378e-01,1,1.280256e-02,2.857143e-01,1.818182e-01,5.421830e-01,3.570971e-01,1,9.801960e-03,1
1.200000e-01,9.523810e-02,4.962679e-01,-4.509992e+00,1,1.300260e-02,7.692308e-02,1.904762e-01,3.396827e-01,5.014332e+00,1,7.601520e-03,1.200000e-01,3.333333e-01,3.218613e-01,5.696301e+00,1,4.800960e-03,7.692308e-02,1.875000e-01,8.247298e-01,-9.947232e-01,1,1.480296e-02,1.200000e-01,3.076923e-01,3.123056e-01,5.552682e+00,1,6.601320e-03,1.666667e-01,3.333333e-01,3.429897e-01,-5.612551e+00,1,9.001800e-03,1.200000e-01,0,8.736728e-01,-4.060491e+00,1,1.600320e-03,0,1.666667e-01,3.541407e-01,-1.370230e+00,1,1.200240e-02,7.692308e-02,1.764706e-01,7.849680e-01,1.747328e+00,1,5.201040e-03,7.692308e-02,1.764706e-01,1.001231e+00,9.412874e-01,1,7.601520e-03,3.703704e-02,1.666667e-01,8.452735e-01,3.658646e+00,1,8.801760e-03,0,2.727273e-01,9.045364e-01,7.487283e+00,1,2.000400e-03,1
1.875000e-01,2.000000e-01,9.051316e-01,4.185394e-01,1,1.400280e-03,1.875000e-01,2.000000e-01,1.148261e+00,1.054021e-01,1,2.200440e-03,1.176471e-01,2.000000e-01,9.036678e-01,-3.578819e-01,0,1.680336e-02,1.176471e-01,2.000000e-01,1.056474e+00,-2.384497e-01,1,2.600520e-03,1.176471e-01,2.000000e-01,1.313764e+00,-3.774206e-02,0,1.200240e-03,1.176471e-01,2.000000e-01,9.049343e-01,8.293375e-01,1,2.400480e-03,0,5.555556e-02,7.297711e-01,-1.234007e+00,1,2.000400e-03,1.875000e-01,2.000000e-01,7.329838e-01,-8.565265e-01,1,4.800960e-03,1.176471e-01,2.000000e-01,8.929257e-01,-2.715425e+00,1,7.401480e-03,1.875000e-01,2.000000e-01,1.357353e+00,-1.705355e+00,1,5.001000e-03,1.875000e-01,2.000000e-01,1.476413e+00,1.502575e-01,1,2.800560e-03,1.176471e-01,2.000000e-01,1.450007e+00,5.224159e-01,1,5.001000e-03,1
3.333333e-01,1.428571e-01,1.083080e+00,-1.238431e+00,0,1.080216e-02,2.000000e-01,1.428571e-01,6.611372e-01,-2.613843e-02,0,8.201640e-03,3.333333e-01,1.428571e-01,8.246831e-01,-1.143049e+00,1,7.601520e-03,2.000000e-01,1.428571e-01,1.113992e+00,8.378852e-01,0,1.660332e-02,3.333333e-01,1.428571e-01,8.675785e-01,-1.063067e+00,1,8.601720e-03,3.333333e-01,1.428571e-01,7.316319e-01,-6.802616e-01,0,9.401880e-03,3.333333e-01,1.428571e-01,8.339772e-01,1.147302e+00,0,8.601720e-03,3.333333e-01,1.428571e-01,1.292431e+00,7.293624e-01,0,5.801160e-03,3.333333e-01,1.428571e-01,1.070376e+00,-1.175210e+00,1,4.600920e-03,3.333333e-01,1.428571e-01,1.075414e+00,-7.102322e-01,0,6.201240e-03,3.333333e-01,1.428571e-01,1.157032e+00,-4.905472e-01,0,1.100220e-02,3.333333e-01,1.428571e-01,1.359925e+00,-1.000499e+00,0,1.360272e-02,1
3.333333e-01,2.307692e-01,1.002937e+00,9.827363e-01,1,9.601920e-03,3.333333e-01,2.307692e-01,8.946041e-01,9.987394e-01,1,5.801160e-03,2.000000e-01,2.307692e-01,1.037586e+00,-1.217307e+00,1,1.060212e-02,3.333333e-01,2.307692e-01,9.743823e-01,-1.061380e+00,1,7.401480e-03,3.333333e-01,2.307692e-01,6.812642e-01,-1.360863e+00,1,7.601520e-03,2.000000e-01,2.307692e-01,1.100257e+00,9.711971e-01,1,8.801760e-03,3.333333e-01,2.307692e-01,1.030744e+00,-9.116699e-01,1,1.220244e-02,3.333333e-01,2.307692e-01,8.231394e-01,-4.762958e-01,0,1.180236e-02,3.333333e-01,2.307692e-01,1.016499e+00,-2.059506e+00,1,1.380276e-02,3.333333e-01,2.307692e-01,9.122340e-01,-2.085160e+00,1,1.460292e-02,3.333333e-01,2.307692e-01,9.991030e-01,-1.782980e+00,1,2.280456e-02,2.000000e-01,2.307692e-01,9.507402e-01,-7.357382e-01,1,2.040408e-02,1
0,1.666667e-01,1.740184e-01,-3.606350e-01,0,1.980396e-02,1.818182e-01,1.666667e-01,1.863857e-01,-9.964815e-03,0,9.001800e-03,8.333333e-02,1.666667e-01,3.138642e-01,6.335366e-02,0,6.001200e-03,1.818182e-01,1.666667e-01,6.622434e-02,1.092049e-01,0,1.280256e-02,8.333333e-02,1.666667e-01,2.726160e-01,2.967962e-02,0,5.601120e-03,8.333333e-02,1.666667e-01,3.142890e-01,-1.145548e-01,0,8.601720e-03,1.818182e-01,1.666667e-01,3.955670e-01,-7.517486e-02,0,1.060212e-02,8.333333e-02,1.538462e-01,7.154814e-01,-2.314495e-01,0,1.220244e-02,1.818182e-01,1.666667e-01,6.951165e-01,3.250802e-02,0,4.800960e-03,1.818182e-01,1.666667e-01,3.624135e-01,-4.637386e-02,0,5.601120e-03,1.818182e-01,1.666667e-01,2.056221e-01,-9.274441e-02,0,4.200840e-03,8.333333e-02,1.666667e-01,1.389577e-01,-1.126795e-01,0,7.001400e-03,1
3.333333e-01,2.000000e-01,1.080807e+00,-1.787313e-01,1,5.001000e-03,3.333333e-01,2.000000e-01,9.066169e-01,6.763546e-02,1,2.800560e-03,1.428571e-01,2.000000e-01,1.019120e+00,8.745427e-01,1,2.400480e-03,3.333333e-01,2.000000e-01,1.015139e+00,2.369216e-02,1,4.600920e-03,3.333333e-01,2.000000e-01,7.131781e-01,1.764333e-01,1,3.000600e-03,3.333333e-01,2.222222e-01,1.082260e+00,-5.066493e-01,1,2.200440e-03,3.333333e-01,1.818182e-01,9.078958e-01,1.609060e-01,1,9.001800e-03,3.333333e-01,1.666667e-01,4.594026e-02,2.944871e-01,1,7.201440e-03,3.333333e-01,2.000000e-01,1.159189e+00,-4.174236e-01,1,8.801760e-03,3.333333e-01,2.000000e-01,1.096102e+00,-1.399246e+00,1,9.601920e-03,3.333333e-01,2.000000e-01,9.727134e-01,-7.853485e-01,1,6.201240e-03,1.428571e-01,2.000000e-01,1.046712e+00,-2.385039e-01,1,1.100220e-02,1
2.500000e-01,1.666667e-01,1.159288e+00,-1.115793e+00,1,2.360472e-02,1.111111e-01,1.666667e-01,6.773030e-01,1.739077e+00,1,1.540308e-02,1.111111e-01,1.818182e-01,7.849493e-01,2.690976e+00,1,1.180236e-02,2.500000e-01,1.666667e-01,9.273856e-01,-1.916675e+00,1,2.660532e-02,2.500000e-01,1.818182e-01,6.963353e-01,2.097921e+00,1,1.020204e-02,1.111111e-01,1.818182e-01,9.554348e-01,-3.364286e+00,1,2.500500e-02,1.111111e-01,1.818182e-01,8.606334e-01,3.276550e-01,1,1.700340e-02,2.500000e-01,1.818182e-01,1.111050e+00,-2.090646e+00,1,7.801560e-03,2.500000e-01,1.666667e-01,1.029013e+00,-1.809405e+00,1,9.601920e-03,2.500000e-01,1.666667e-01,1.047618e+00,-1.667819e+00,1,1.380276e-02,2.500000e-01,1.666667e-01,1.066029e+00,-9.890735e-01,1,1.760352e-02,2.500000e-01,1.666667e-01,1.048634e+00,1.830365e-01,1,1.880376e-02,1
2.727273e-01,2.500000e-01,6.760953e-01,5.042292e-01,1,3.120624e-02,2.727273e-01,2.500000e-01,7.720319e-01,5.991053e-01,1,1.780356e-02,0,1.666667e-01,8.258031e-01,3.630743e-01,1,1.900380e-02,2.727273e-01,2.500000e-01,6.621018e-01,-6.045742e-01,1,2.860572e-02,2.727273e-01,2.500000e-01,1.289063e+00,3.576725e-01,1,1.740348e-02,7.692308e-02,2.500000e-01,9.609097e-01,-6.757066e-03,1,1.980396e-02,1.666667e-01,2.500000e-01,8.711555e-01,-9.453742e-01,1,3.840768e-02,7.692308e-02,2.500000e-01,8.741991e-01,-2.231514e+00,1,1.820364e-02,2.727273e-01,2.500000e-01,8.866720e-01,-7.820468e-01,1,2.240448e-02,2.727273e-01,2.500000e-01,7.871126e-01,3.137990e-02,1,1.440288e-02,2.727273e-01,2.500000e-01,7.531808e-01,2.715115e-01,1,2.080416e-02,2.727273e-01,2.500000e-01,6.756500e-01,4.724331e-01,1,2.060412e-02,1
9.090909e-02,1.666667e-01,8.130018e-01,4.173860e-01,1,1.340268e-02,2.000000e-01,1.666667e-01,7.685268e-01,1.072791e-01,0,1.560312e-02,9.090909e-02,1.666667e-01,1.142162e+00,3.967053e-01,1,1.680336e-02,2.000000e-01,1.666667e-01,9.561967e-01,-4.410804e-01,1,1.260252e-02,2.000000e-01,1.666667e-01,1.051713e+00,2.965819e-01,1,2.080416e-02,0,1.666667e-01,8.839482e-01,2.254632e-01,1,1.320264e-02,2.000000e-01,1.666667e-01,1.341390e+00,-4.461091e-01,1,1.500300e-02,0,1.666667e-01,1.332351e+00,-1.274614e+00,1,1.700340e-02,2.000000e-01,1.666667e-01,1.283476e+00,-1.897159e+00,1,8.201640e-03,2.000000e-01,1.666667e-01,1.414508e+00,-2.420523e+00,1,1.100220e-02,2.000000e-01,1.666667e-01,1.319914e+00,-7.735096e-01,1,2.340468e-02,2.000000e-01,1.666667e-01,1.175300e+00,3.806649e-01,1,2.220444e-02,1
1.000000e-01,1.875000e-01,8.834714e-01,-3.520582e-01,0,4.400880e-03,1.000000e-01,2.666667e-01,5.884342e-01,1.062459e-01,0,4.200840e-03,1.000000e-01,7.407407e-02,4.570436e-01,3.105690e-01,0,4.800960e-03,1.000000e-01,2.000000e-01,7.590581e-01,1.082670e-01,0,3.800760e-03,1.000000e-01,1.500000e-01,4.494821e-01,2.576599e-01,0,5.801160e-03,1.000000e-01,4.761905e-02,7.936739e-01,-4.258147e-01,0,3.200640e-03,1.000000e-01,1.666667e-01,8.638579e-01,-7.873117e-01,1,9.801960e-03,1.000000e-01,1.666667e-01,7.504914e-01,-7.206551e-01,1,6.601320e-03,1.000000e-01,1.666667e-01,8.693343e-01,-2.436857e+00,1,9.401880e-03,4.761905e-02,1.666667e-01,6.106656e-01,-1.410460e+00,1,5.801160e-03,4.761905e-02,1.666667e-01,5.800462e-01,-8.191662e-01,1,7.201440e-03,1.000000e-01,1.250000e-01,8.634152e-02,2.271055e-01,1,6.201240e-03,1
2.500000e-01,1.538462e-01,1.000996e+00,-6.996745e-01,1,1.980396e-02,2.500000e-01,1.538462e-01,1.138931e+00,-4.390856e-01,1,1.860372e-02,1.111111e-01,1.538462e-01,8.684418e-01,7.453926e-01,1,1.400280e-02,2.500000e-01,1.538462e-01,9.643916e-01,5.365313e-01,1,1.440288e-02,2.500000e-01,1.538462e-01,1.765250e-01,-2.225448e-01,0,1.160232e-02,0,1.538462e-01,1.049047e+00,-8.600323e-01,1,1.300260e-02,1.111111e-01,1.538462e-01,8.756244e-01,-1.789054e-01,1,1.780356e-02,2.500000e-01,1.538462e-01,6.719767e-01,-2.060320e+00,1,1.560312e-02,2.500000e-01,1.538462e-01,1.019359e+00,-1.984886e+00,1,2.080416e-02,2.500000e-01,1.538462e-01,1.073180e+00,-1.568022e+00,1,2.400480e-02,1.111111e-01,1.538462e-01,9.466153e-01,-1.018936e+00,1,2.400480e-02,1.111111e-01,1.538462e-01,9.234227e-01,-5.224180e-01,1,2.480496e-02,1
1.428571e-01,2.222222e-01,1.260919e+00,-1.369020e-01,0,9.201840e-03,9.090909e-02,2.222222e-01,2.207287e-01,-4.558961e-01,0,3.200640e-03,9.090909e-02,1.666667e-01,2.081711e-01,6.435213e-02,0,5.401080e-03,2.000000e-01,2.222222e-01,6.408213e-01,1.480456e-01,0,6.001200e-03,1.428571e-01,1.666667e-01,2.430889e-01,-1.052319e+00,1,5.201040e-03,9.090909e-02,1.764706e-01,5.052476e-01,-1.939289e-01,0,5.801160e-03,2.000000e-01,2.222222e-01,1.042805e+00,4.891668e-04,0,4.800960e-03,9.090909e-02,1.666667e-01,1.049953e+00,2.266600e-02,0,1.400280e-03,9.090909e-02,2.105263e-01,2.883218e-01,3.104111e-03,1,2.200440e-03,1.428571e-01,2.105263e-01,1.101325e+00,-1.178296e+00,1,6.401280e-03,9.090909e-02,1.666667e-01,2.213328e+00,-3.511467e-01,0,4.000800e-03,9.090909e-02,1.666667e-01,2.099166e+00,-2.194422e-01,0,4.600920e-03,1
